FOR ~10000 Tweets processed
         66128862 function calls (65856500 primitive calls) in 481.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1331    0.002    0.000    0.004    0.000 feedparser.py:210(_pop_message)
     8137    0.004    0.000    0.004    0.000 {method 'upper' of 'str' objects}
     1130    0.004    0.000    0.004    0.000 textProcessor.py:173(<listcomp>)
     5324    0.004    0.000    0.004    0.000 {method 'partition' of 'str' objects}
     2662    0.004    0.000    0.004    0.000 {method 'truncate' of '_io.StringIO' objects}
     1331    0.003    0.000    0.003    0.000 html5parser.py:723(endTagHead)
     2662    0.003    0.000    0.003    0.000 _html5lib.py:48(prepare_markup)
     5324    0.003    0.000    0.003    0.000 {method 'seek' of '_io.BytesIO' objects}
     1331    0.002    0.000    0.003    0.000 _tokenizer.py:1410(afterDoctypePublicKeywordState)
     3993    0.003    0.000    0.003    0.000 request.py:416(has_header)
     1331    0.003    0.000    0.003    0.000 element.py:891(string)
     1331    0.003    0.000    0.003    0.000 client.py:804(_get_content_length)
    11004    0.003    0.000    0.003    0.000 {method 'locked' of '_thread.lock' objects}
     1331    0.003    0.000    0.003    0.000 {method 'write' of '_io.StringIO' objects}
     1331    0.002    0.000    0.003    0.000 _tokenizer.py:1507(afterDoctypePublicIdentifierState)
     1289    0.001    0.000    0.003    0.000 {method '__getitem__' of 'dict' objects}
     1331    0.002    0.000    0.003    0.000 message.py:303(set_payload)
     2662    0.003    0.000    0.003    0.000 {method 'extend' of 'collections.deque' objects}
     2667    0.003    0.000    0.003    0.000 {method 'endswith' of 'str' objects}
     1331    0.002    0.000    0.003    0.000 html5parser.py:1621(endTagOther)
     1331    0.003    0.000    0.003    0.000 parser.py:18(__init__)
       20    0.000    0.000    0.003    0.000 sre_compile.py:482(_compile_info)
     3993    0.003    0.000    0.003    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.003    0.003 {built-in method _codecs.lookup}
       52    0.002    0.000    0.003    0.000 iostream.py:180(schedule)
     1331    0.003    0.000    0.003    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.002    0.002    0.002    0.002 {built-in method _posixsubprocess.fork_exec}
     1331    0.002    0.000    0.002    0.000 <string>:12(__new__)
     2666    0.002    0.000    0.002    0.000 {method 'groups' of '_sre.SRE_Match' objects}
     1331    0.002    0.000    0.002    0.000 html5parser.py:2504(endTagHtml)
     1331    0.002    0.000    0.002    0.000 request.py:405(has_proxy)
      731    0.001    0.000    0.002    0.000 parse.py:727(__missing__)
     1331    0.002    0.000    0.002    0.000 {function HTTPResponse.flush at 0x111fe2268}
     5324    0.002    0.000    0.002    0.000 __init__.py:105(reset)
     2662    0.002    0.000    0.002    0.000 __init__.py:129(deprecated_argument)
       35    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
      904    0.001    0.000    0.002    0.000 sre_parse.py:253(get)
   129/34    0.002    0.000    0.002    0.000 sre_parse.py:173(getwidth)
      909    0.002    0.000    0.002    0.000 {built-in method _bisect.bisect_left}
     1331    0.002    0.000    0.002    0.000 __init__.py:102(__init__)
     1331    0.002    0.000    0.002    0.000 {method 'split' of 'bytes' objects}
     1331    0.002    0.000    0.002    0.000 html5parser.py:2723(impliedTagToken)
     3993    0.002    0.000    0.002    0.000 request.py:363(data)
     1331    0.002    0.000    0.002    0.000 parse.py:590(unquote)
     1153    0.002    0.000    0.002    0.000 sre_parse.py:232(__next)
        1    0.000    0.000    0.001    0.001 html5parser.py:351(getPhases)
      945    0.001    0.000    0.001    0.000 sre_parse.py:163(__getitem__)
       66    0.000    0.000    0.001    0.000 parse.py:75(clear_cache)
       12    0.000    0.000    0.001    0.000 iostream.py:361(write)
     1331    0.001    0.000    0.001    0.000 __init__.py:337(endData)
     1331    0.001    0.000    0.001    0.000 client.py:899(set_debuglevel)
      132    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:1049(_open)
     1332    0.001    0.000    0.001    0.000 {method 'rstrip' of 'bytes' objects}
       10    0.000    0.000    0.001    0.000 sre_compile.py:223(_compile_charset)
       57    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
       10    0.001    0.000    0.001    0.000 request.py:446(add_handler)
       10    0.001    0.000    0.001    0.000 sre_compile.py:250(_optimize_charset)
     2662    0.001    0.000    0.001    0.000 {method 'tell' of '_io.BytesIO' objects}
     1331    0.001    0.000    0.001    0.000 request.py:367(data)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:485(_compile_bytecode)
     2662    0.001    0.000    0.001    0.000 feedparser.py:125(__iter__)
     1331    0.001    0.000    0.001    0.000 html5parser.py:943(isMatchingFormattingElement)
        3    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
     1331    0.001    0.000    0.001    0.000 request.py:1290(<genexpr>)
     1331    0.001    0.000    0.001    0.000 client.py:746(info)
     2235    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
      801    0.001    0.000    0.001    0.000 sre_parse.py:171(append)
     2662    0.001    0.000    0.001    0.000 parse.py:90(_noop)
       52    0.001    0.000    0.001    0.000 {built-in method posix.urandom}
     1331    0.001    0.000    0.001    0.000 {method 'reverse' of 'list' objects}
     1331    0.001    0.000    0.001    0.000 _html5lib.py:137(getDocument)
       20    0.000    0.000    0.001    0.000 sre_parse.py:829(fix_flags)
        2    0.000    0.000    0.001    0.000 textProcessor.py:283(_delete_triplicates)
     1331    0.001    0.000    0.001    0.000 html5parser.py:2619(processEOF)
     1331    0.001    0.000    0.001    0.000 html5parser.py:427(processSpaceCharacters)
     1331    0.001    0.000    0.001    0.000 html5parser.py:568(processSpaceCharacters)
       54    0.000    0.000    0.001    0.000 enum.py:791(__or__)
       68    0.000    0.000    0.001    0.000 sre_parse.py:294(_class_escape)
       12    0.000    0.000    0.000    0.000 iostream.py:298(_schedule_flush)
     1331    0.000    0.000    0.000    0.000 _inputstream.py:596(__iter__)
       58    0.000    0.000    0.000    0.000 parse.py:719(__init__)
        1    0.000    0.000    0.000    0.000 cp1252.py:3(<module>)
      5/3    0.000    0.000    0.000    0.000 abc.py:194(__subclasscheck__)
      156    0.000    0.000    0.000    0.000 _base.py:26(longest_prefix)
      757    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        1    0.000    0.000    0.000    0.000 request.py:2463(getproxies_environment)
      620    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       66    0.000    0.000    0.000    0.000 threading.py:1104(is_alive)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      219    0.000    0.000    0.000    0.000 sre_parse.py:248(match)
       46    0.000    0.000    0.000    0.000 _collections_abc.py:742(__iter__)
       58    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
       68    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:553(module_from_spec)
        1    0.000    0.000    0.000    0.000 handlers.py:96(rotate)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
        1    0.000    0.000    0.000    0.000 stringprep.py:6(<module>)
        4    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
       22    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
       45    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
        4    0.000    0.000    0.000    0.000 tweetStream.py:10(__init__)
        1    0.000    0.000    0.000    0.000 html5parser.py:1886(InColumnGroupPhase)
        1    0.000    0.000    0.000    0.000 {built-in method posix.rename}
        5    0.000    0.000    0.000    0.000 sre_compile.py:376(_mk_bitmap)
        2    0.000    0.000    0.000    0.000 colorlog.py:116(format)
        6    0.000    0.000    0.000    0.000 _inputstream.py:334(<listcomp>)
        1    0.000    0.000    0.000    0.000 shlex.py:300(split)
      115    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
       99    0.000    0.000    0.000    0.000 handlers.py:77(rotation_filename)
       20    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        6    0.000    0.000    0.000    0.000 shlex.py:294(__next__)
        1    0.000    0.000    0.000    0.000 six.py:800(with_metaclass)
        6    0.000    0.000    0.000    0.000 shlex.py:97(get_token)
      156    0.000    0.000    0.000    0.000 py.py:19(__contains__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:263(cache_from_source)
        6    0.000    0.000    0.000    0.000 shlex.py:129(read_token)
       12    0.000    0.000    0.000    0.000 ansitowin32.py:224(convert_osc)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(cached)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
       69    0.000    0.000    0.000    0.000 sre_parse.py:285(tell)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        5    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
        2    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
       88    0.000    0.000    0.000    0.000 os.py:744(decode)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(__exit__)
        2    0.000    0.000    0.000    0.000 range.py:162(_data)
        2    0.000    0.000    0.000    0.000 sre_parse.py:877(parse_template)
       46    0.000    0.000    0.000    0.000 os.py:687(__iter__)
       65    0.000    0.000    0.000    0.000 sre_parse.py:159(__len__)
       40    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
        9    0.000    0.000    0.000    0.000 {built-in method _bisect.insort}
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
       52    0.000    0.000    0.000    0.000 iostream.py:89(_event_pipe)
        2    0.000    0.000    0.000    0.000 range.py:166(_int64index)
       45    0.000    0.000    0.000    0.000 os.py:740(encode)
       10    0.000    0.000    0.000    0.000 sre_compile.py:388(_simple)
       24    0.000    0.000    0.000    0.000 {method 'finditer' of '_sre.SRE_Pattern' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
       20    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 html5parser.py:869(InBodyPhase)
       48    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       50    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        2    0.000    0.000    0.000    0.000 typing.py:850(__extrahook__)
        2    0.000    0.000    0.000    0.000 colorlog.py:112(color)
        2    0.000    0.000    0.000    0.000 numeric.py:28(__new__)
       12    0.000    0.000    0.000    0.000 iostream.py:285(_is_master_process)
        1    0.000    0.000    0.000    0.000 six.py:91(__get__)
        2    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1310(<setcomp>)
        1    0.000    0.000    0.000    0.000 six.py:807(__new__)
        4    0.000    0.000    0.000    0.000 tweetStream.py:28(__str__)
     11/9    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 html5parser.py:2354(InForeignContentPhase)
        2    0.000    0.000    0.000    0.000 escape_codes.py:58(parse_colors)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
       16    0.000    0.000    0.000    0.000 request.py:622(__lt__)
        2    0.000    0.000    0.000    0.000 colorlog.py:48(__init__)
        2    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 html5parser.py:1625(InTablePhase)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
        1    0.000    0.000    0.000    0.000 shutil.py:78(_samefile)
        1    0.000    0.000    0.000    0.000 subprocess.py:1144(_get_handles)
        1    0.000    0.000    0.000    0.000 html5parser.py:2215(InSelectPhase)
        3    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        5    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 html5parser.py:1815(InCaptionPhase)
        9    0.000    0.000    0.000    0.000 request.py:615(add_parent)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
        1    0.000    0.000    0.000    0.000 html5parser.py:635(InHeadPhase)
        1    0.000    0.000    0.000    0.000 request.py:435(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:93(__new__)
        8    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
        4    0.000    0.000    0.000    0.000 tweetStream.py:31(__iter__)
        1    0.000    0.000    0.000    0.000 request.py:1354(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        1    0.000    0.000    0.000    0.000 genericpath.py:94(samefile)
        1    0.000    0.000    0.000    0.000 html5parser.py:802(AfterHeadPhase)
        1    0.000    0.000    0.000    0.000 html5parser.py:1952(InTableBodyPhase)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        5    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        1    0.000    0.000    0.000    0.000 shlex.py:21(__init__)
        1    0.000    0.000    0.000    0.000 html5parser.py:426(InitialPhase)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 posixpath.py:152(dirname)
        4    0.000    0.000    0.000    0.000 tweetStream.py:37(size)
        4    0.000    0.000    0.000    0.000 ansitowin32.py:36(__getattr__)
        4    0.000    0.000    0.000    0.000 dictionnary.py:125(update_file_list)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        4    0.000    0.000    0.000    0.000 sre_parse.py:886(addgroup)
        1    0.000    0.000    0.000    0.000 html5parser.py:385(Phase)
        1    0.000    0.000    0.000    0.000 html5parser.py:554(BeforeHtmlPhase)
        1    0.000    0.000    0.000    0.000 html5parser.py:1770(InTableTextPhase)
        6    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        3    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:297(__enter__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:800(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        2    0.000    0.000    0.000    0.000 typing.py:830(_valid_for_check)
       10    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
        2    0.000    0.000    0.000    0.000 request.py:1227(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(<genexpr>)
        1    0.000    0.000    0.000    0.000 codecs.py:185(__init__)
        1    0.000    0.000    0.000    0.000 os.py:792(fsencode)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        4    0.000    0.000    0.000    0.000 escape_codes.py:60(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:293(__init__)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        2    0.000    0.000    0.000    0.000 colorlog.py:57(__getattr__)
        1    0.000    0.000    0.000    0.000 html5parser.py:2139(InCellPhase)
        1    0.000    0.000    0.000    0.000 html5parser.py:2610(AfterAfterBodyPhase)
        1    0.000    0.000    0.000    0.000 __init__.py:124(__init__)
        2    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 typing.py:1010(__eq__)
        1    0.000    0.000    0.000    0.000 html5parser.py:738(InHeadNoscriptPhase)
        1    0.000    0.000    0.000    0.000 html5parser.py:2050(InRowPhase)
        1    0.000    0.000    0.000    0.000 html5parser.py:2315(InSelectInTablePhase)
        7    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 six.py:805(metaclass)
        4    0.000    0.000    0.000    0.000 ansitowin32.py:178(convert_ansi)
        1    0.000    0.000    0.000    0.000 html5parser.py:589(BeforeHeadPhase)
        1    0.000    0.000    0.000    0.000 html5parser.py:2516(InFramesetPhase)
        1    0.000    0.000    0.000    0.000 html5parser.py:2648(AfterAfterFramesetPhase)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:410(has_location)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
        4    0.000    0.000    0.000    0.000 codecs.py:202(reset)
        1    0.000    0.000    0.000    0.000 html5parser.py:1592(TextPhase)
        1    0.000    0.000    0.000    0.000 html5parser.py:2469(AfterBodyPhase)
        1    0.000    0.000    0.000    0.000 cp1252.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1252.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:21(IncrementalDecoder)
        5    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:203(_cleanup)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 html5parser.py:378(getMetaclass)
        1    0.000    0.000    0.000    0.000 html5parser.py:2573(AfterFramesetPhase)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp1252.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp1252.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISFIFO}
        1    0.000    0.000    0.000    0.000 shlex.py:291(__iter__)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
